Site,Name,Height (M),Stem Width (mm),# of Leaves,DSV
1,AGGI,0.75,0.53,4,5.04
1,AGGI,0.69,0.5,2,5.04
1,AGGI,0.69,0.92,1,5.04
1,AGGI,0.785,0.99,1,5.04
1,AGGI,0.84,1.63,2,5.04
1,AGGI,0.69,0.63,1,5.04
1,AGGI,0.81,1.25,2,5.04
1,AGGI,0.855,1.3,1,5.04
1,AGGI,0.69,0.5,2,5.04
1,AGGI,0.89,2.9,2,5.04
1,AGGI,0.72,0.52,1,5.04
1,AGGI,0.58,1.03,2,5.04
1,AGGI,0.62,1.37,2,5.04
1,AGGI,0.79,1,1,5.04
1,AGGI,0.8,1.26,1,5.04
1,AGGI,0.705,1.25,2,5.04
1,AGGI,0.63,0.54,2,5.04
1,AGGI,0.73,1.82,1,5.04
1,AGGI,0.71,0.72,2,5.04
1,AGGI,0.71,1.21,2,5.04
1,BRIN,1.22,3.08,3,5.04
1,BRIN,1.21,2.92,3,5.04
1,BRIN,1.39,2.97,3,5.04
1,BRIN,1.37,2.6,4,5.04
1,BRIN,1.23,3.04,3,5.04
1,BRIN,1.23,2.69,4,5.04
1,BRIN,1.11,2.49,3,5.04
1,BRIN,1.13,2.98,4,5.04
1,BRIN,1.22,2.38,4,5.04
1,BRIN,1.05,2.03,3,5.04
1,BRIN,1.13,2.31,3,5.04
1,BRIN,1.24,2.51,3,5.04
1,BRIN,1.14,2.74,4,5.04
1,BRIN,1.13,2.37,4,5.04
1,BRIN,1.12,2.83,3,5.04
1,BRIN,1.24,2.25,2,5.04
1,BRIN,1.17,2.3,3,5.04
1,BRIN,1.11,2.36,2,5.04
1,BRIN,1.13,2.91,3,5.04
1,BRIN,1.24,2.46,3,5.04
1,PHAR,1.2,2.98,2,5.04
1,PHAR,1.27,2.83,0,5.04
1,PHAR,1.17,3.91,1,5.04
1,PHAR,1.14,4.34,3,5.04
1,PHAR,1.28,3.77,2,5.04
1,PHAR,1.25,3.23,3,5.04
1,PHAR,1.2,3.98,2,5.04
1,PHAR,1.14,3.13,3,5.04
1,PHAR,1.23,4.28,3,5.04
1,PHAR,1.33,3.67,2,5.04
1,PHAR,1.15,3.09,2,5.04
1,PHAR,1.43,3.04,2,5.04
1,PHAR,1.24,3.1,2,5.04
1,PHAR,1.33,2.52,3,5.04
1,PHAR,1.335,2.58,2,5.04
1,PHAR,1.12,2.7,2,5.04
1,PHAR,1.12,3.32,3,5.04
1,PHAR,1.24,2.26,3,5.04
1,PHAR,1.29,1.18,2,5.04
1,PHAR,1.33,2.25,3,5.04
1,PHPR,1.81,1.81,3,5.04
1,PHPR,1.69,1.69,3,5.04
1,PHPR,1.94,1.94,2,5.04
1,PHPR,2.04,2.04,3,5.04
1,PHPR,1.84,1.84,2,5.04
1,PHPR,1.59,1.59,2,5.04
1,PHPR,1.59,1.59,2,5.04
1,PHPR,2.16,2.16,3,5.04
1,PHPR,3.3,3.3,3,5.04
1,PHPR,2.78,2.78,3,5.04
1,PHPR,1.2,0.2,2,5.04
1,PHPR,2.74,2.74,2,5.04
1,PHPR,2.1,2.1,3,5.04
1,PHPR,2.42,2.42,3,5.04
1,PHPR,2.16,2.16,4,5.04
1,PHPR,1.4,1.4,3,5.04
1,PHPR,1.48,1.48,3,5.04
1,PHPR,3.07,3.07,2,5.04
1,PHPR,1.88,1.88,3,5.04
1,PHPR,2.6,2.6,,5.04
1,POPR,0.86,1.2,0,5.04
1,POPR,0.76,0.45,0,5.04
1,POPR,0.8,0.83,0,5.04
1,POPR,0.65,0.87,0,5.04
1,POPR,0.71,0.54,0,5.04
1,POPR,0.615,0.4,0,5.04
1,POPR,0.64,0.67,0,5.04
1,POPR,0.56,0.57,0,5.04
1,POPR,0.54,0.48,0,5.04
1,POPR,0.59,0.57,0,5.04
1,POPR,0.61,0.62,0,5.04
1,POPR,0.61,0.66,0,5.04
1,POPR,0.71,0.51,0,5.04
1,POPR,0.7,0.59,0,5.04
1,POPR,0.64,0.8,1,5.04
1,POPR,0.75,0.49,1,5.04
1,POPR,0.72,0.5,0,5.04
1,POPR,0.72,0.5,0,5.04
1,POPR,0.64,1.06,0,5.04
1,POPR,0.61,0.48,0,5.04
1,CAREX,0.69,1.7,2,5.04
1,CAREX,0.555,1.42,3,5.04
1,CAREX,0.57,0.92,2,5.04
1,CAREX,0.67,0.44,3,5.04
1,CAREX,0.53,1.11,3,5.04
1,CAREX,0.63,1.45,2,5.04
1,CAREX,0.69,1.39,2,5.04
1,CAREX,0.68,1.7,2,5.04
1,CAREX,0.54,1.08,2,5.04
1,CAREX,0.56,1.51,1,5.04
1,CAREX,0.57,1.51,2,5.04
1,CAREX,0.48,1.16,3,5.04
1,CAREX,0.52,0.79,1,5.04
1,CAREX,0.54,1.89,0,5.04
1,CAREX,0.48,1.96,2,5.04
1,CAREX,0.64,0.88,2,5.04
1,CAREX,0.53,1.39,3,5.04
1,CAREX,0.58,2.4,3,5.04
1,CAREX,0.61,1.54,2,5.04
1,CAREX,0.56,1.44,2,5.04
1,INHE,1.08,8.37,9,5.04
1,INHE,0.16,7.85,8,5.04
1,INHE,1.29,10.5,10,5.04
1,INHE,1.07,7.13,7,5.04
1,INHE,0.96,8.58,9,5.04
1,INHE,1,9.53,11,5.04
1,INHE,1.22,10.11,11,5.04
1,INHE,1.1,8.28,9,5.04
1,INHE,1.12,7.18,10,5.04
1,INHE,1.08,10.44,10,5.04
1,INHE,1.21,11.7,11,5.04
1,MEAL,0.93,5.29,42,5.04
1,MEAL,1.1,5.32,108,5.04
1,MEAL,0.73,5.8,63,5.04
1,MEAL,0.96,3.95,57,5.04
1,MEAL,0.98,4.16,78,5.04
1,MEAL,0.72,3.35,72,5.04
1,MEAL,0.92,2.85,99,5.04
1,MEAL,0.9,2.7,60,5.04
1,MEAL,1.15,4.7,96,5.04
1,MEAL,1.17,7.36,234,5.04
1,MEAL,1.25,5.54,210,5.04
1,MEAL,1.45,4.13,300,5.04
1,MEAL,1.09,4.64,270,5.04
1,MEAL,1.48,5.85,330,5.04
1,MEAL,0.92,6.11,180,5.04
1,MEAL,1.12,5.11,255,5.04
1,MEAL,1.22,4.18,219,5.04
1,MEAL,1.11,5.61,480,5.04
1,MEAL,1.23,6.51,210,5.04
1,MEAL,1.7,3.48,201,5.04
1,DACA,0.93,5.33,15,5.04
1,DACA,1.02,5.95,9,5.04
1,DACA,1.01,7.7,20,5.04
1,DACA,1.08,4.87,10,5.04
1,DACA,1.05,5.51,5,5.04
1,DACA,0.84,4.7,6,5.04
1,DACA,1.08,4.4,9,5.04
1,DACA,0.9,3.18,4,5.04
1,DACA,1.22,6.07,17,5.04
1,DACA,0.92,5.76,5,5.04
1,DACA,0.85,6.99,5,5.04
1,DACA,1.21,4.55,10,5.04
1,DACA,0.96,4.14,6,5.04
1,DACA,0.99,4.69,9,5.04
1,DACA,1.07,4.44,5,5.04
1,DACA,0.7,5.6,7,5.04
1,DACA,1.17,5.06,9,5.04
1,DACA,0.87,5.18,8,5.04
1,DACA,0.98,3.69,5,5.04
1,DACA,1.1,4.91,12,5.04
1,VIRI,1.4,4.53,20,5.04
1,VIRI,0.84,4.72,15,5.04
1,VIRI,1.72,5.78,37,5.04
1,VIRI,1.51,3.88,31,5.04
1,VIRI,0.6,4.14,14,5.04
1,VIRI,0.63,3.02,13,5.04
1,VIRI,0.56,3.75,8,5.04
1,VIRI,1.04,4.59,15,5.04
1,VIRI,1.02,5.26,22,5.04
1,VIRI,0.94,4.07,17,5.04
1,VIRI,0.71,4.4,18,5.04
1,VIRI,0.85,5.14,24,5.04
1,VIRI,0.96,4.08,42,5.04
1,VIRI,1.24,4.79,17,5.04
1,VIRI,0.82,4.05,8,5.04
1,VIRI,1.06,5.46,24,5.04
1,VIRI,1.27,5.25,22,5.04
1,VIRI,0.65,4.5,8,5.04
1,VIRI,0.89,4.36,19,5.04
1,VIRI,2,5.4,66,5.04
1,LILA,0.945,5.82,29,5.04
1,LILA,0.876,5.63,31,5.04
1,LILA,0.845,7.12,31,5.04
1,VICR,0.49,3.03,16,5.04
1,VICR,0.48,2.03,14,5.04
1,VICR,0.41,1.96,14,5.04
1,VICR,0.47,2.03,22,5.04
1,VICR,0.57,1.19,15,5.04
1,VICR,0.49,1.84,7,5.04
1,VICR,0.55,1.53,14,5.04
1,VICR,0.48,2.24,16,5.04
1,VICR,0.55,1.77,1,5.04
1,VICR,0.53,1.43,14,5.04
1,VICR,0.6,2.17,13,5.04
1,VICR,0.61,3.1,14,5.04
1,VICR,0.7,2.99,17,5.04
1,VICR,0.64,2.69,6,5.04
1,VICR,0.41,1.91,5,5.04
1,VICR,0.44,1.85,11,5.04
1,VICR,0.46,1.53,11,5.04
1,VICR,0.54,1.98,12,5.04
1,VICR,0.77,2.09,21,5.04
1,VICR,0.5,1.76,8,5.04
1,VICR,0.59,1.32,20,5.04
1,ASSY,0.78,8.23,14,5.04
1,ASSY,0.69,8.95,13,5.04
1,ASSY,0.96,9.61,24,5.04
1,ASSY,0.64,6.17,16,5.04
1,ASSY,0.78,9.81,24,5.04
1,ASSY,0.74,10.2,24,5.04
1,ASSY,0.99,9.76,20,5.04
1,ASSY,0.83,8.96,20,5.04
1,ASSY,0.93,9.44,22,5.04
1,ASSY,1.09,10.16,2,5.04
1,ASSY,0.92,11.79,24,5.04
1,ASSY,0.73,9.51,20,5.04
1,ASSY,0.77,8.97,20,5.04
1,ASSY,0.83,9.22,20,5.04
1,ASSY,0.76,7.35,18,5.04
1,ASSY,0.7,8.89,16,5.04
1,ASSY,0.78,8.96,18,5.04
1,ASSY,0.75,9.31,16,5.04
1,ASSY,0.78,9.35,14,5.04
1,ASSY,0.81,0.7,15,5.04
1,ASSY,0.78,8.94,16,5.04
1,VAOF,1.09,9.2,14,5.04
1,VAOF,0.59,4.27,14,5.04
1,VAOF,1.04,9.77,16,5.04
1,VAOF,1,7.74,14,5.04
1,VAOF,0.84,6.66,14,5.04
1,VAOF,0.94,6.87,16,5.04
1,VAOF,0.98,8.1,14,5.04
1,VAOF,1.04,9.11,14,5.04
1,VAOF,1.28,12.36,18,5.04
1,VAOF,1.13,7.94,14,5.04
1,VAOF,1.09,8.58,16,5.04
1,VAOF,1.11,7.06,10,5.04
1,VAOF,1.16,5.19,40,5.04
1,VAOF,1.08,4.35,22,5.04
1,VAOF,0.79,2.27,17,5.04
1,VAOF,0.99,3.69,24,5.04
1,VAOF,0.81,3.56,20,5.04
1,VAOF,0.72,3.18,13,5.04
1,VAOF,0.85,4.1,22,5.04
1,VAOF,0.63,2.81,13,5.04
1,VAOF,0.97,5.09,34,5.04
1,RAAC,0.87,2.56,10,5.04
1,RAAC,0.55,1.82,3,5.04
1,RAAC,0.67,2.23,2,5.04
1,RAAC,0.35,1.9,2,5.04
1,RAAC,0.45,1.29,2,5.04
1,RAAC,0.72,2.36,8,5.04
1,RAAC,0.53,1.29,4,5.04
1,RAAC,0.8,2.28,12,5.04
1,RAAC,0.78,2.23,8,5.04
1,RAAC,0.83,4.7,32,5.04
1,RAAC,0.62,2.04,20,5.04
1,RAAC,0.58,1.9,15,5.04
1,RAAC,0.84,3.2,19,5.04
1,RAAC,0.54,1.68,21,5.04
1,RAAC,0.71,4.2,27,5.04
1,RAAC,0.75,4.06,25,5.04
1,RAAC,0.45,1.62,9,5.04
1,RAAC,0.52,2.55,20,5.04
1,RAAC,0.77,4.9,26,5.04
1,RAAC,0.61,1.87,10,5.04
1,VIRO,1.09,5.04,22,5.04
1,VIRO,0.75,4.92,22,5.04
1,VIRO,0.67,4.47,18,5.04
1,VIRO,0.88,4.55,24,5.04
1,VIRO,0.92,5.54,22,5.04
1,VIRO,1.07,6.61,28,5.04
1,VIRO,0.83,4.72,24,5.04
1,VIRO,0.62,4.2,16,5.04
1,VIRO,0.87,4.23,22,5.04
1,VIRO,0.83,5.03,24,5.04
1,VIRO,0.65,4.4,20,5.04
1,VIRO,0.52,3.31,2,5.04
1,VIRO,0.85,4.12,23,5.04
1,VIRO,0.95,4.59,24,5.04
1,VIRO,0.76,4.2,22,5.04
1,VIRO,0.61,3.33,18,5.04
1,VIRO,0.71,3.03,18,5.04
1,VIRO,0.36,3.48,16,5.04
1,VIRO,0.93,3.51,25,5.04
1,VIRO,1.03,4.74,2,5.04
1,VIRO,0.73,3.3,18,5.04
1,DICA,0.68,2.91,15,5.04
1,DICA,0.74,2.98,16,5.04
1,DICA,0.7,3,16,5.04
1,DICA,0.81,3.02,18,5.04
1,DICA,0.66,1.96,14,5.04
1,DICA,0.59,1.54,16,5.04
1,DICA,0.54,1.56,14,5.04
1,DICA,0.63,1.42,20,5.04
1,DICA,0.61,1.43,18,5.04
1,DICA,0.51,0.85,16,5.04
1,DICA,0.4,1.61,12,5.04
1,DICA,0.6,1.77,18,5.04
1,DICA,0.64,2.06,14,5.04
1,DICA,0.57,1.41,18,5.04
1,DICA,0.53,0.93,14,5.04
1,DICA,0.59,1.52,18,5.04
1,DICA,0.47,1.25,10,5.04
1,DICA,0.66,2.29,20,5.04
1,DICA,0.42,1.43,16,5.04
1,DICA,0.43,0.76,20,5.04
1,HYPE,0.48,2.28,108,5.04
1,HYPE,0.45,1.74,96,5.04
1,HYPE,0.6,2.94,204,5.04
1,HYPE,0.43,1.02,128,5.04
1,HYPE,0.4,1.85,148,5.04
1,HYPE,0.39,1.6,48,5.04
1,HYPE,0.7,4.27,246,5.04
1,HYPE,0.48,1.22,90,5.04
1,HYPE,0.55,2.11,124,5.04
1,HYPE,0.6,2.33,140,5.04
1,HYPE,0.7,3.49,268,5.04
1,HYPE,0.51,1.71,108,5.04
1,HYPE,0.53,1.42,72,5.04
1,HYPE,0.54,2.04,168,5.04
1,HYPE,0.73,2.64,242,5.04
1,HYPE,0.58,3.24,256,5.04
1,HYPE,0.53,1.81,144,5.04
1,HYPE,0.65,3.09,312,5.04
1,HYPE,0.69,3.08,234,5.04
1,HYPE,0.55,2.01,156,5.04
1,SOSP,0.77,6.83,80,5.04
1,SOSP,0.68,6.16,40,5.04
1,SOSP,0.7,5.5,60,5.04
1,SOSP,0.73,5.93,48,5.04
1,SOSP,0.67,4.3,88,5.04
1,SOSP,1.02,4.59,110,5.04
1,SOSP,0.9,6.47,60,5.04
1,SOSP,0.81,7.62,36,5.04
1,SOSP,0.68,2.99,30,5.04
1,SOSP,0.7,4.42,50,5.04
1,SOSP,0.78,3.74,28,5.04
1,SOSP,0.89,5.07,52,5.04
1,SOSP,0.74,6.88,44,5.04
1,SOSP,0.88,6.59,40,5.04
1,SOSP,0.77,3.36,30,5.04
1,SOSP,0.68,5.73,30,5.04
1,SOSP,0.58,4.22,26,5.04
1,SOSP,0.81,5.86,36,5.04
1,SOSP,0.71,4.56,28,5.04
1,SOSP,0.72,3.55,30,5.04
1,SYNO,0.85,5.29,32,5.04
1,SYNO,0.8,3.84,44,5.04
1,SYNO,0.92,5.15,66,5.04
1,SYNO,0.9,5.45,62,5.04
1,SYNO,0.72,2.99,34,5.04
1,SYNO,0.73,4.76,52,5.04
1,SYNO,0.75,4.03,48,5.04
1,SYNO,0.63,3.59,36,5.04
1,SYNO,0.65,4.18,30,5.04
1,SYNO,0.78,3.54,26,5.04
1,SYNO,1,5.88,78,5.04
1,SYNO,0.54,3.14,22,5.04
1,SYNO,0.75,5.38,80,5.04
1,SYNO,0.68,3.68,44,5.04
1,SYNO,0.5,3.33,22,5.04
1,SYNO,0.66,3.84,56,5.04
1,SYNO,0.46,2.85,48,5.04
1,SYNO,0.66,5.62,66,5.04
1,SYNO,0.48,3.23,32,5.04
1,SYNO,0.67,3.62,40,5.04
1,SYER,0.6,2.18,200,5.04
1,SYER,0.37,1.65,150,5.04
1,SYER,0.55,1.55,150,5.04
1,SYER,0.56,2.11,125,5.04
1,SYER,0.6,1.97,150,5.04
1,SYER,0.61,2.21,125,5.04
1,SYER,0.7,2.78,175,5.04
1,SYER,0.48,1.64,75,5.04
1,SYER,0.66,2.6,100,5.04
1,SYER,0.46,1.69,100,5.04
1,SYER,0.53,1.82,125,5.04
1,SYER,0.47,1.88,100,5.04
1,SYER,0.67,1.79,100,5.04
1,SYER,0.53,1.67,75,5.04
1,SYER,0.81,2.74,175,5.04
1,SYER,0.59,1.8,100,5.04
1,SYER,0.57,1.69,50,5.04
1,SYER,0.65,2.38,125,5.04
1,SYER,0.88,3.02,175,5.04
1,SYER,0.44,1.43,75,5.04
1,SYLA,0.61,2.77,40,5.04
1,SYLA,0.34,1.64,20,5.04
1,SYLA,0.38,1.88,20,5.04
1,SYLA,0.44,2.04,20,5.04
1,SYLA,0.48,2.14,40,5.04
1,SYLA,0.56,2.77,60,5.04
1,SYLA,0.42,2.5,20,5.04
1,SYLA,0.4,2.38,60,5.04
1,SYLA,0.33,1.98,40,5.04
1,SYLA,0.35,1.67,20,5.04
1,SYLA,0.41,1.68,20,5.04
1,SYLA,0.56,3.13,60,5.04
1,SYLA,0.51,3.87,80,5.04
1,SYLA,0.5,2.9,20,5.04
1,SYLA,0.37,2.02,40,5.04
1,SYLA,0.3,2.12,20,5.04
1,SYLA,0.28,1.6,20,5.04
1,SYLA,0.29,1.38,20,5.04
1,SYLA,0.3,1.27,20,5.04
1,SYLA,0.58,2.57,40,5.04
2,VIRO,0.787,5.45,24,6.04
2,VIRO,0.8,4.76,19,6.04
2,VIRO,0.61,3.59,16,6.04
2,VIRO,1.06,5.92,22,6.04
2,VIRO,0.91,4.67,21,6.04
2,VIRO,1.22,4.95,24,6.04
2,VIRO,0.72,3.17,22,6.04
2,VIRO,0.82,3.42,20,6.04
2,VIRO,0.96,3.64,20,6.04
2,VIRO,0.85,5.18,1,6.04
2,VIRO,0.52,4.24,18,6.04
2,VIRO,0.79,4.15,22,6.04
2,VIRO,0.89,5.17,22,6.04
2,VIRO,0.6,3.7,16,6.04
2,VIRO,0.71,5.73,18,6.04
2,VIRO,0.78,3.47,24,6.04
2,VIRO,0.65,3.75,20,6.04
2,VIRO,0.79,4.54,22,6.04
2,VIRO,0.87,4.35,22,6.04
2,VIRO,0.99,5.04,22,6.04
2,VIRI,0.95,4.54,16,6.04
2,VIRI,0.86,4.89,16,6.04
2,VIRI,0.96,4.15,16,6.04
2,VIRI,0.76,4.05,18,6.04
2,VIRI,2.26,6.56,35,6.04
2,VIRI,0.93,4.25,11,6.04
2,VIRI,1.13,4.41,17,6.04
2,VIRI,1.23,5.79,32,6.04
2,VIRI,1.54,4.38,33,6.04
2,VIRI,1.23,4.61,17,6.04
2,VIRI,1.92,6.63,42,6.04
2,VIRI,1.76,5.47,54,6.04
2,VIRI,1.93,5.11,39,6.04
2,VIRI,0.6,4.69,2,6.04
2,VIRI,1.29,4.96,18,6.04
2,VIRI,0.91,4.37,15,6.04
2,VIRI,1.4,5.29,25,6.04
2,VIRI,1.01,4.65,21,6.04
2,VIRI,0.87,5.58,15,6.04
2,VIRI,1.21,7.12,22,6.04
2,BRIN,1.21,3.54,5,6.04
2,BRIN,0.97,2.67,4,6.04
2,BRIN,1.01,2.62,4,6.04
2,BRIN,1.1,3.6,5,6.04
2,BRIN,1,2.2,4,6.04
2,BRIN,1.05,3.05,5,6.04
2,BRIN,1.15,3.14,5,6.04
2,BRIN,1,2.68,3,6.04
2,BRIN,1.08,2.91,4,6.04
2,BRIN,1.37,4.07,6,6.04
2,BRIN,1.2,3.96,5,6.04
2,BRIN,1.3,4.4,6,6.04
2,BRIN,1,2.94,4,6.04
2,BRIN,1.34,4.48,6,6.04
2,BRIN,1.1,2.18,5,6.04
2,BRIN,1.2,2.54,5,6.04
2,BRIN,1.1,2.64,3,6.04
2,BRIN,1.1,3.22,3,6.04
2,BRIN,1.33,4.59,5,6.04
2,BRIN,1.45,4.86,6,6.04
2,PHPR,0.79,2.54,4,6.04
2,PHPR,0.63,1.87,2,6.04
2,PHPR,0.7,3.22,3,6.04
2,PHPR,0.67,1.92,2,6.04
2,PHPR,0.74,1.01,1,6.04
2,PHPR,0.72,1.04,2,6.04
2,PHPR,0.89,2.5,3,6.04
2,PHPR,0.82,1.84,2,6.04
2,PHPR,0.88,1.87,2,6.04
2,PHPR,0.93,1.91,3,6.04
2,PHPR,1,2.47,4,6.04
2,PHPR,0.7,1.47,2,6.04
2,PHPR,0.66,2.45,2,6.04
2,PHPR,0.54,1.24,1,6.04
2,PHPR,0.95,3.39,5,6.04
2,PHPR,0.88,2.23,4,6.04
2,PHPR,0.8,2.96,3,6.04
2,PHPR,1,3.02,5,6.04
2,PHPR,0.82,2.76,3,6.04
2,PHPR,0.8,1.29,3,6.04
2,RUHI,0.5,2.7,8,6.04
2,RUHI,0.52,3.6,26,6.04
2,RUHI,0.42,1.92,16,6.04
2,RUHI,0.53,3.36,46,6.04
2,RUHI,0.32,2.61,21,6.04
2,RUHI,0.61,3.56,27,6.04
2,RUHI,0.66,4.02,56,6.04
2,RUHI,0.53,2.34,24,6.04
2,RUHI,0.5,3.07,32,6.04
2,RUHI,0.49,3.91,33,6.04
2,RUHI,0.55,2.2,22,6.04
2,VICR,0.96,2.12,44,6.04
2,VICR,0.72,2.27,20,6.04
2,VICR,0.59,1.36,19,6.04
2,VICR,0.66,2.34,19,6.04
2,VICR,0.63,1.6,29,6.04
2,VICR,0.78,1.32,20,6.04
2,VICR,0.83,1.89,28,6.04
2,VICR,0.57,2.17,26,6.04
2,VICR,0.57,1.32,13,6.04
2,VICR,0.62,1.63,32,6.04
2,VICR,0.62,1.37,24,6.04
2,VICR,0.53,1.12,11,6.04
2,VICR,0.71,2.02,46,6.04
2,VICR,0.45,1.7,12,6.04
2,VICR,0.38,1.62,16,6.04
2,VICR,0.42,1.7,14,6.04
2,VICR,0.5,1.86,24,6.04
2,VICR,0.39,1.25,10,6.04
2,VICR,0.49,1.25,12,6.04
2,VICR,0.23,1.49,14,6.04
2,VICR,0.47,1.73,40,6.04
2,ASSY,0.73,10.7,17,6.04
2,ASSY,0.59,8.73,17,6.04
2,ASSY,0.555,7.61,12,6.04
2,ASSY,0.845,10.1,17,6.04
2,ASSY,0.603,8.64,16,6.04
2,ASSY,0.77,9.83,18,6.04
2,ASSY,0.66,7.77,19,6.04
2,ASSY,0.61,9.16,19,6.04
2,ASSY,0.64,8.59,15,6.04
2,ASSY,0.99,12.75,22,6.04
2,ASSY,0.78,8.95,19,6.04
2,ASSY,0.58,8.01,16,6.04
2,ASSY,0.77,10.8,17,6.04
2,ASSY,0.61,9.07,14,6.04
2,ASSY,0.71,9.81,16,6.04
2,ASSY,0.58,7.5,5,6.04
2,ASSY,0.67,12.17,24,6.04
2,ASSY,0.77,11.58,22,6.04
2,ASSY,0.82,11.28,19,6.04
2,ASSY,0.6,9.86,19,6.04
2,VAOF,0.82,3.58,22,6.04
2,VAOF,0.74,2.94,18,6.04
2,VAOF,1,4.4,26,6.04
2,VAOF,0.9,2.96,20,6.04
2,VAOF,0.92,3.62,2,6.04
2,VAOF,1,6.66,36,6.04
2,VAOF,0.8,2.66,18,6.04
2,VAOF,1.1,4.39,36,6.04
2,VAOF,0.9,4.06,32,6.04
2,VAOF,0.87,3.49,30,6.04
2,VAOF,1.08,4.41,38,6.04
2,VAOF,1.12,3.89,36,6.04
2,VAOF,0.89,3.62,30,6.04
2,VAOF,1.36,5.93,46,6.04
2,VAOF,1.46,8.18,48,6.04
2,VAOF,0.67,2.38,22,6.04
2,VAOF,1.28,4.98,44,6.04
2,VAOF,0.8,3.4,26,6.04
2,VAOF,0.93,4.23,32,6.04
2,VAOF,0.88,3.5,30,6.04
2,HYPE,0.73,4.3,216,6.04
2,HYPE,0.49,2.73,120,6.04
2,HYPE,0.53,2.89,182,6.04
2,HYPE,0.64,3.64,232,6.04
2,HYPE,0.56,2.86,144,6.04
2,HYPE,0.46,1.86,96,6.04
2,HYPE,0.6,3.08,204,6.04
2,HYPE,0.68,4.13,360,6.04
2,HYPE,0.76,4.43,484,6.04
2,HYPE,0.63,3.23,342,6.04
2,HYPE,0.48,2.68,118,6.04
2,HYPE,0.58,2.89,168,6.04
2,HYPE,0.66,3.17,348,6.04
2,HYPE,0.72,3.96,466,6.04
2,HYPE,0.48,2.57,126,6.04
2,HYPE,0.64,3.58,226,6.04
2,SOSP,0.61,5.58,30,6.04
2,SOSP,0.7,4.43,20,6.04
2,SOSP,0.55,5.04,18,6.04
2,SOSP,0.74,3.85,26,6.04
2,SOSP,0.72,3.74,36,6.04
2,SOSP,0.87,6.26,80,6.04
2,SOSP,0.63,4.81,40,6.04
2,SOSP,0.68,3.9,46,6.04
2,SOSP,0.72,5.45,40,6.04
2,SOSP,1.27,7.71,90,6.04
2,SOSP,0.82,4.78,120,6.04
2,SOSP,0.73,6.33,36,6.04
2,SOSP,0.74,6.46,40,6.04
2,SOSP,0.69,3.7,6,6.04
2,SOSP,0.64,5.45,32,6.04
2,SOSP,0.75,3.31,20,6.04
2,SOSP,0.72,2.86,28,6.04
2,SOSP,0.85,6.77,110,6.04
2,SOSP,1,7.53,88,6.04
2,SOSP,0.99,6.46,70,6.04
2,SYLA,0.66,2.83,40,6.04
2,SYLA,0.56,2.44,40,6.04
2,SYLA,0.47,1.82,20,6.04
2,SYLA,0.45,1.66,20,6.04
2,SYLA,0.32,1.32,20,6.04
2,SYLA,0.36,1.28,20,6.04
2,SYLA,0.3,1.12,20,6.04
2,SYLA,0.28,0.98,40,6.04
2,SYLA,0.31,1.25,20,6.04
2,SYLA,0.25,1.66,20,6.04
2,SYNO,0.42,3.36,40,6.04
2,SYNO,0.38,2.26,40,6.04
2,SYNO,0.4,3.4,40,6.04
2,SYNO,0.48,3.64,40,6.04
2,SYNO,0.38,2.88,20,6.04
2,SYNO,0.34,2.96,20,6.04
2,SYNO,0.32,3.11,20,6.04
2,SYNO,0.29,2.78,20,6.04
2,SYNO,0.3,2.73,20,6.04
2,SYNO,0.18,2.02,20,6.04
3,VIRO,0.87,4.53,22,35.08
3,VIRO,0.71,5.22,20,35.08
3,VIRO,0.85,4.18,20,35.08
3,VIRO,0.78,3.69,22,35.08
3,VIRO,0.7,3.7,18,35.08
3,VIRO,0.8,3.97,24,35.08
3,VIRO,0.64,2.97,14,35.08
3,VIRO,0.6,3.27,20,35.08
3,VIRO,0.76,4.04,18,35.08
3,VIRO,0.72,6.97,18,35.08
3,VIRO,0.86,4.01,23,35.08
3,VIRO,1.05,5.08,22,35.08
3,VIRO,0.79,2.29,22,35.08
3,VIRO,1,4.2,28,35.08
3,VIRO,0.91,5.26,23,35.08
3,VIRO,0.8,4.01,24,35.08
3,VIRO,0.79,4.3,24,35.08
3,VIRO,1.09,3.92,29,35.08
3,VIRO,0.84,4.18,26,35.08
3,VIRO,0.83,6.3,22,35.08
3,ASSY,0.64,10.55,20,35.08
3,ASSY,0.69,9.66,18,35.08
3,ASSY,0.825,12.34,22,35.08
3,ASSY,0.64,9.43,18,35.08
3,ASSY,0.71,7.82,20,35.08
3,ASSY,0.56,9.46,19,35.08
3,ASSY,0.63,9.97,21,35.08
3,ASSY,0.78,11.34,20,35.08
3,ASSY,0.96,12.12,26,35.08
3,ASSY,0.83,11.23,18,35.08
3,ASSY,0.89,9.47,22,35.08
3,ASSY,0.81,8.43,19,35.08
3,ASSY,0.74,7.7,22,35.08
3,ASSY,0.73,7.73,22,35.08
3,ASSY,0.56,5.77,16,35.08
3,ASSY,0.93,10.16,20,35.08
3,ASSY,0.75,8.81,22,35.08
3,ASSY,0.83,10.23,18,35.08
3,ASSY,0.79,8.4,20,35.08
3,ASSY,0.69,8.5,10,35.08
3,VAOF,0.98,2.44,18,35.08
3,VAOF,1.08,5.04,34,35.08
3,VAOF,1.12,4,28,35.08
3,VAOF,0.99,3.53,26,35.08
3,VAOF,0.98,5.12,30,35.08
3,VAOF,0.86,5.06,26,35.08
3,VAOF,1.02,5.53,38,35.08
